end_time,artist_name,track_name,ms_played
2021-06-10 02:18,Kanye West,Famous,53696
2021-06-18 18:36,KennyHoopla,silence is also an answer//,200480
2021-06-18 18:38,KennyHoopla,estella//,118733
2021-06-18 20:21,KennyHoopla,turn back time//,153520
2021-06-18 20:23,KennyHoopla,hollywood sucks//,2352
2021-06-18 20:23,KennyHoopla,survivors guilt//,137986
2021-06-18 20:27,KennyHoopla,silence is also an answer//,200480
2021-06-18 20:28,KennyHoopla,survivors guilt//,84811
2021-06-18 20:31,KennyHoopla,survivors guilt//,5530
2021-06-18 20:31,KennyHoopla,turn back time//,153520
2021-06-18 20:33,KennyHoopla,estella//,118733
2021-06-18 20:46,Death Grips,Lost Boys,8578
2021-06-18 20:49,KennyHoopla,turn back time//,153283
2021-06-18 20:51,KennyHoopla,hollywood sucks//,7990
2021-06-18 20:51,KennyHoopla,survivors guilt//,137959
2021-06-18 20:53,KennyHoopla,"inside of heaven's mouth, there is a sweet tooth//",131182
2021-06-18 20:56,KennyHoopla,smoke break//,182829
2021-06-18 20:59,KennyHoopla,9-5 (love me)//,166276
2021-06-18 21:06,KennyHoopla,silence is also an answer//,200589
2021-06-18 21:08,KennyHoopla,estella//,118693
2021-06-18 21:11,KennyHoopla,turn back time//,153473
2021-06-18 21:13,KennyHoopla,survivors guilt//,137959
2021-06-18 21:16,KennyHoopla,hollywood sucks//,153003
2021-06-18 21:18,KennyHoopla,"inside of heaven's mouth, there is a sweet tooth//",131182
2021-06-18 21:21,KennyHoopla,smoke break//,182829
2021-06-18 21:24,KennyHoopla,9-5 (love me)//,166276
2021-06-18 22:25,KennyHoopla,9-5 (love me)//,4721
2021-06-18 22:25,KennyHoopla,smoke break//,182829
2021-06-18 22:29,KennyHoopla,silence is also an answer//,200441
2021-06-18 22:31,KennyHoopla,estella//,118693
2021-06-18 22:33,KennyHoopla,turn back time//,153473
2021-06-18 22:36,KennyHoopla,survivors guilt//,137959
2021-06-18 22:38,KennyHoopla,hollywood sucks//,153003
2021-06-18 22:40,KennyHoopla,"inside of heaven's mouth, there is a sweet tooth//",131182
2021-06-18 22:43,KennyHoopla,smoke break//,182829
2021-06-18 22:46,KennyHoopla,9-5 (love me)//,166276
2021-06-19 18:42,Manchester Orchestra,Inaudible,261436
2021-06-19 18:48,Manchester Orchestra,Keel Timing,5310
2021-06-19 18:48,Manchester Orchestra,Angel Of Death,347994
2021-06-19 18:52,Manchester Orchestra,Bed Head,244458
2021-06-19 18:57,Manchester Orchestra,Annie,268946
2021-06-19 20:28,Manchester Orchestra,Telepath,132038
2021-06-23 07:23,KennyHoopla,silence is also an answer//,200480
2021-06-23 07:25,KennyHoopla,estella//,118733
2021-06-23 07:28,KennyHoopla,turn back time//,153520
2021-06-23 07:30,KennyHoopla,survivors guilt//,137986
2021-06-23 07:31,KennyHoopla,hollywood sucks//,34378
2021-06-23 07:33,KennyHoopla,"inside of heaven's mouth, there is a sweet tooth//",131213
2021-06-23 07:36,KennyHoopla,smoke break//,182866
2021-06-23 07:39,KennyHoopla,9-5 (love me)//,166320
2021-06-23 07:41,KennyHoopla,estella//,118733
2021-06-23 07:48,Moose Blood,Cherry,82334
2021-06-25 05:18,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),88624
2021-06-25 05:20,"Tyler, The Creator",CORSO,146481
2021-06-25 05:22,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),130980
2021-06-25 05:25,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572
2021-06-25 05:27,"Tyler, The Creator",LUMBERJACK,138312
2021-06-25 05:29,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),155292
2021-06-25 05:33,"Tyler, The Creator",MASSA,223718
2021-06-25 05:37,"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),229564
2021-06-25 05:40,"Tyler, The Creator",MANIFESTO (feat. Domo Genesis),175122
2021-06-25 05:41,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),50883
2021-06-25 05:44,KennyHoopla,silence is also an answer//,200480
2021-06-25 05:46,KennyHoopla,estella//,118733
2021-06-25 05:49,KennyHoopla,turn back time//,153520
2021-06-25 05:51,KennyHoopla,survivors guilt//,137986
2021-06-25 05:53,KennyHoopla,hollywood sucks//,153040
2021-06-25 05:56,KennyHoopla,"inside of heaven's mouth, there is a sweet tooth//",131213
2021-06-25 05:59,KennyHoopla,smoke break//,182866
2021-06-25 06:01,KennyHoopla,9-5 (love me)//,166320
2021-06-25 06:03,KennyHoopla,estella//,118733
2021-06-25 07:41,Hot Mulligan,*Equip Sunglasses*,8617
2021-06-25 22:03,Manchester Orchestra,Angel Of Death,348000
2021-06-25 22:04,Manchester Orchestra,Keel Timing,52426
2021-06-25 22:05,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),88624
2021-06-25 22:08,"Tyler, The Creator",CORSO,146481
2021-06-25 22:10,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),121735
2021-06-25 22:13,KennyHoopla,smoke break//,182866
2021-06-25 22:16,KennyHoopla,9-5 (love me)//,166320
2021-06-25 22:35,KennyHoopla,smoke break//,9543
2021-06-26 16:40,KennyHoopla,estella//,5563
2021-06-26 16:44,KennyHoopla,silence is also an answer//,200480
2021-06-26 16:46,KennyHoopla,estella//,118733
2021-06-26 16:48,KennyHoopla,turn back time//,153520
2021-06-26 16:51,KennyHoopla,hollywood sucks//,17866
2021-06-26 16:51,KennyHoopla,survivors guilt//,137986
2021-06-26 16:53,KennyHoopla,"inside of heaven's mouth, there is a sweet tooth//",131213
2021-06-26 16:55,KennyHoopla,smoke break//,101490
2021-06-27 23:14,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),88624
2021-06-27 23:16,"Tyler, The Creator",CORSO,146481
2021-06-27 23:19,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),130980
2021-06-27 23:21,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572
2021-06-27 23:23,"Tyler, The Creator",LUMBERJACK,138312
2021-06-27 23:25,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),155292
2021-06-27 23:29,"Tyler, The Creator",MASSA,223718
2021-06-27 23:51,"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),127613
2021-07-01 05:58,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),155292
2021-07-01 05:58,"Tyler, The Creator",MASSA,12931
2021-07-01 06:01,Yves Tumor,Jackie,176346
2021-07-01 06:04,Yves Tumor,Gospel For A New Century,198626
2021-07-01 06:10,Yves Tumor,Kerosene!,305506
2021-07-01 06:15,Yves Tumor,Licking An Orchid,86681
2021-07-01 06:18,Yves Tumor,Jackie,176346
2021-07-01 06:48,Kelsey Lu,let all the poisons that lurk in the mud seep out - Actress Remix,44401
2021-07-01 06:51,Danny Elfman,Augustus Gloop,190093
2021-07-01 06:53,Danny Elfman,Violet Beauregarde,128200
2021-07-01 06:55,Danny Elfman,Veruca Salt,133333
2021-07-01 06:57,Danny Elfman,Main Titles (Charlie and the Chocolate Factory),37789
2021-07-01 06:57,Danny Elfman,Mike Teavee,92173
2021-07-01 07:01,Danny Elfman,The Indian Palace,196066
2021-07-01 07:14,Danny Elfman,Wheels In Motion,57490
2021-07-02 04:03,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121737
2021-07-02 04:05,"Tyler, The Creator",LUMBERJACK,138267
2021-07-02 04:08,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),155289
2021-07-02 04:11,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),155289
2021-07-02 04:14,"Tyler, The Creator",MASSA,223715
2021-07-02 04:18,"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),229521
2021-07-02 04:21,"Tyler, The Creator",MANIFESTO (feat. Domo Genesis),175119
2021-07-02 04:31,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),588135
2021-07-02 04:32,"Tyler, The Creator",RISE! (feat. DAISY WORLD),6609
2021-07-02 04:32,"Tyler, The Creator",MOMMA TALK,70922
2021-07-02 04:35,Yves Tumor,Jackie,176301
2021-07-02 04:38,Yves Tumor,Gospel For A New Century,198581
2021-07-02 04:43,Yves Tumor,Kerosene!,305480
2021-07-02 04:48,Yves Tumor,Licking An Orchid,278266
2021-07-02 04:50,Yves Tumor,Romanticist,106097
2021-07-02 04:51,Yves Tumor,Limerence,86145
2021-07-02 04:56,Manchester Orchestra,Inaudible,261436
2021-07-02 05:01,Manchester Orchestra,Angel Of Death,347994
2021-07-02 05:06,Manchester Orchestra,Keel Timing,258172
2021-07-02 05:10,Manchester Orchestra,Bed Head,244458
2021-07-02 05:14,Manchester Orchestra,Annie,268946
2021-07-02 05:16,Manchester Orchestra,Telepath,106711
2021-07-02 05:18,KennyHoopla,estella//,118693
2021-07-02 05:21,KennyHoopla,turn back time//,153473
2021-07-02 05:23,KennyHoopla,survivors guilt//,137959
2021-07-02 05:24,KennyHoopla,hollywood sucks//,12105
2021-07-03 21:03,Yves Tumor,Kerosene!,269136
2021-07-03 21:06,KennyHoopla,estella//,118733
2021-07-03 21:06,KennyHoopla,turn back time//,8722
2021-07-03 21:08,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),130980
2021-07-03 21:10,"Tyler, The Creator",LUMBERJACK,4481
2021-07-03 21:10,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572
2021-07-03 21:12,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),140981
2021-07-03 21:13,"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),29301
2021-07-04 05:20,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121534
2021-07-04 05:20,"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),37294
2021-07-04 05:23,"Tyler, The Creator",EARFQUAKE,189751
2021-07-04 05:24,"Tyler, The Creator",Where This Flower Blooms (feat. Frank Ocean),31058
2021-07-04 05:24,"Tyler, The Creator",Foreword (feat. Rex Orange County),6620
2021-07-04 05:24,"Tyler, The Creator",Foreword (feat. Rex Orange County),9249
2021-07-04 05:27,"Tyler, The Creator",See You Again (feat. Kali Uchis),180342
2021-07-04 05:31,"Tyler, The Creator",Who Dat Boy (feat. A$AP Rocky),205068
2021-07-04 05:34,"Tyler, The Creator",Pothole (feat. Jaden Smith),170818
2021-07-04 05:37,Kanye West,Heartless,210963
2021-07-04 05:41,Kanye West,Amazing,238290
2021-07-04 05:46,Kanye West,Love Lockdown,270275
2021-07-04 05:50,Kanye West,Paranoid,277863
2021-07-04 05:54,Kanye West,RoboCop,246501
2021-07-04 06:02,Kanye West,Say You Will,354310
2021-07-04 06:06,Kanye West,Flashing Lights,237474
2021-07-04 06:10,Kanye West,POWER,292050
2021-07-04 06:10,Kanye West,Gold Digger,7330
2021-07-04 06:14,Pusha T,If You Know You Know,202084
2021-07-04 06:17,Pusha T,Hard Piano,27111
2021-07-04 06:17,Pusha T,The Games We Play,166115
2021-07-04 06:20,Pusha T,Santeria,175994
2021-07-04 06:21,Pusha T,What Would Meek Do?,49718
2021-07-04 06:26,Yves Tumor,Licking An Orchid,16923
2021-07-04 06:26,Yves Tumor,Kerosene!,305480
2021-07-04 06:28,Yves Tumor,Romanticist,106097
2021-07-04 06:39,Yves Tumor,Limerence,152151
2021-07-04 16:50,Rage Against The Machine,Renegades Of Funk,274160
2021-07-04 16:54,Rage Against The Machine,Bulls On Parade,229466
2021-07-04 17:05,Queens of the Stone Age,No One Knows,278706
2021-07-04 17:10,The Smashing Pumpkins,Cherub Rock - Remastered 2011,298253
2021-07-04 17:11,Nine Inch Nails,The Hand That Feeds,58853
2021-07-05 19:14,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),11072
2021-07-05 22:40,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),111797
2021-07-05 22:44,Modest Mouse,Missed the Boat,15030
2021-07-05 22:44,Modest Mouse,We Are Between,232906
2021-07-05 22:45,Modest Mouse,Fuck Your Acid Trip,52853
2021-07-05 22:45,Modest Mouse,Leave A Light On,6005
2021-07-05 22:47,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),88624
2021-07-05 22:56,"Tyler, The Creator",CORSO,55385
2021-07-05 22:57,Domo Genesis,Steamroller (feat. Hodgy & Frank Ocean),25674
2021-07-05 22:58,Odd Future,"Analog 2 (feat. Tyler, The Creator, Frank Ocean & Sydney Bennett)",6933
2021-07-05 23:00,Frank Ocean,Close To You,85754
2021-07-05 23:02,Frank Ocean,White Ferrari,8720
2021-07-05 23:02,Burt Bacharach,(They Long To Be) Close To You,11658
2021-07-05 23:02,Burt Bacharach,Close To You,9280
2021-07-05 23:04,Frank Ocean,Close To You,85754
2021-07-06 00:17,Daniel Caesar,Violet,3136
2021-07-06 03:45,Frank Ocean,Close To You,18084
2021-07-06 03:51,Kanye West,Say You Will,377566
2021-07-06 03:55,Kanye West,Welcome To Heartbreak,262909
2021-07-06 03:59,Kanye West,Heartless,210963
2021-07-06 04:03,Kanye West,Amazing,238290
2021-07-06 04:09,Kanye West,Love Lockdown,270586
2021-07-06 04:13,Kanye West,Paranoid,277863
2021-07-06 04:18,Kanye West,RoboCop,274316
2021-07-06 04:21,Kanye West,Street Lights,189873
2021-07-06 04:25,Kanye West,Bad News,238728
2021-07-06 04:29,Kanye West,See You In My Nightmares,258079
2021-07-06 04:32,Kanye West,Coldest Winter,164302
2021-07-06 04:38,Kanye West,Pinocchio Story,361568
2021-07-06 04:46,Francis and the Lights,See Her Out (Thats Just Life),210905
2021-07-06 04:50,Francis and the Lights,Comeback,236209
2021-07-06 04:53,Francis and the Lights,Can't Stay Party,184658
2021-07-06 04:56,Francis and the Lights,I Want You to Shake,193629
2021-07-06 04:59,Francis and the Lights,May I Have This Dance,172789
2021-07-06 05:03,Francis and the Lights,My Citys Gone,233573
2021-07-06 05:05,Francis and the Lights,Running Man / Gospel OP1,147269
2021-07-06 05:10,Drake,Take Care,277340
2021-07-06 05:16,Drake,Marvins Room,347183
2021-07-06 05:18,Drake,Buried Alive Interlude,150934
2021-07-06 05:22,Drake,Under Ground Kings,212588
2021-07-06 05:26,Drake,We'll Be Fine,247915
2021-07-06 05:30,Drake,Make Me Proud,219862
2021-07-06 05:35,Drake,Lord Knows,307604
2021-07-06 05:42,Drake,Cameras / Good Ones Go Interlude - Medley,426719
2021-07-06 19:50,Manchester Orchestra,Inaudible,6807
2021-07-06 19:51,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),11145
2021-07-06 19:53,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121728
2021-07-06 19:55,"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),146413
2021-07-06 19:58,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),130975
2021-07-06 20:00,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),155289
2021-07-06 20:03,"Tyler, The Creator",CORSO,146477
2021-07-06 20:05,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),141993
2021-07-06 20:07,"Tyler, The Creator",LUMBERJACK,138267
2021-07-06 20:10,"Tyler, The Creator",See You Again (feat. Kali Uchis),180342
2021-07-06 20:14,"Tyler, The Creator",EARFQUAKE,190061
2021-07-06 20:15,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),88600
2021-07-06 20:17,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),88600
2021-07-06 20:19,"Tyler, The Creator",CORSO,146477
2021-07-06 20:21,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),130975
2021-07-06 20:23,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121534
2021-07-06 20:25,"Tyler, The Creator",LUMBERJACK,138267
2021-07-06 20:28,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),155289
2021-07-06 20:29,"Tyler, The Creator",MASSA,76936
2021-07-06 20:33,KennyHoopla,silence is also an answer//,200441
2021-07-06 20:35,KennyHoopla,estella//,118693
2021-07-06 20:37,KennyHoopla,turn back time//,153473
2021-07-06 20:40,KennyHoopla,hollywood sucks//,37911
2021-07-06 20:40,KennyHoopla,survivors guilt//,137959
2021-07-06 20:42,KennyHoopla,"inside of heaven's mouth, there is a sweet tooth//",131182
2021-07-06 20:45,KennyHoopla,smoke break//,182829
2021-07-06 20:48,KennyHoopla,9-5 (love me)//,166276
2021-07-07 00:48,Portugal. The Man,Atomic Man,174293
2021-07-08 06:22,Rick and Morty,Goodbye Moonmen,129408
2021-07-08 06:23,Jemaine Clement,Pretty Bird,30848
2021-07-08 06:23,Jemaine Clement,"Shiny - From ""Moana""/Soundtrack Version",14058
2021-07-08 06:24,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),10122
2021-07-08 06:26,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),111940
2021-07-08 06:28,"Tyler, The Creator",JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),146413
2021-07-08 06:30,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),130975
2021-07-08 06:33,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),155289
2021-07-08 06:35,"Tyler, The Creator",CORSO,146477
2021-07-08 06:36,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),59383
2021-07-08 06:41,Frank Ocean,Nights,307108
2021-07-08 06:43,Frank Ocean,Solo (Reprise),78702
2021-07-08 06:44,Frank Ocean,Pretty Sweet,62662
2021-07-08 06:45,Frank Ocean,Close To You,85709
2021-07-08 06:49,Frank Ocean,White Ferrari,248777
2021-07-08 06:51,Frank Ocean,Seigfried,113722
2021-07-08 06:57,Frank Ocean,Nikes,312079
2021-07-09 22:05,Evan Craft,Yo También (Un Billón De Veces),202112
2021-07-11 05:00,Bo Burnham,All Eyes On Me,8362
2021-07-11 05:00,Bo Burnham,Goodbye,1930
2021-07-11 05:01,Bo Burnham,Bezos I,53486
2021-07-11 08:11,Bo Burnham,Shit,8174
2021-07-12 03:04,Probable Causation,Episode 52: Katherine Eriksson on Rosenwald schools,1965650
2021-07-12 03:50,Probable Causation,Episode 51: Amanda Agan and Anna Harvey on misdemeanor prosecution,2754339
2021-07-12 04:03,Frank Ocean,Nikes,314075
2021-07-12 04:07,Frank Ocean,Ivy,249191
2021-07-12 04:10,Frank Ocean,Pink + White,184516
2021-07-12 04:12,Frank Ocean,Be Yourself,86943
2021-07-12 04:16,Frank Ocean,Solo,257380
2021-07-12 04:19,Frank Ocean,Skyline To,184600
2021-07-12 04:23,Frank Ocean,Self Control,249667
2021-07-12 04:24,Frank Ocean,Good Guy,66786
2021-07-12 04:29,Frank Ocean,Nights,307151
2021-07-12 04:31,Frank Ocean,Solo (Reprise),78742
2021-07-12 04:33,Frank Ocean,Pretty Sweet,158478
2021-07-12 04:35,Frank Ocean,Facebook Story,68588
2021-07-12 04:36,Frank Ocean,Close To You,85754
2021-07-12 04:38,Frank Ocean,White Ferrari,121819
2021-07-12 04:44,Brand New,Lit Me Up,376960
2021-07-12 04:48,Brand New,Can't Get It Out,222960
2021-07-12 04:53,Brand New,Waste,276080
2021-07-12 04:56,Brand New,Could Never Be Heaven,161056
2021-07-12 05:00,Bon Iver,Perth,262080
2021-07-12 05:04,Bon Iver,Holocene,7730
2021-07-12 05:04,Bon Iver,"Minnesota, WI",232440
2021-07-12 05:13,Kanye West,Runaway,547733
2021-07-12 05:13,Kevin Abstract,Empty,3882
2021-07-12 05:13,Kid Cudi,Mr. Rager,6720
2021-07-12 05:13,Kanye West,I Wonder,5217
2021-07-12 05:14,Drake,Feel No Ways,4949
2021-07-12 05:17,Pusha T,If You Know You Know,202120
2021-07-12 05:20,Pusha T,The Games We Play,166120
2021-07-12 05:23,Pusha T,Hard Piano,195733
2021-07-12 05:26,Pusha T,Come Back Baby,206706
2021-07-12 05:29,Pusha T,Santeria,176026
2021-07-12 05:30,Pusha T,What Would Meek Do?,50349
2021-07-12 05:35,Kanye West,Ghost Town,271386
2021-07-12 05:39,Kanye West,Flashing Lights,237506
2021-07-12 05:39,Kevin Abstract,Peach,15845
2021-07-12 05:39,Mac Miller,Kool Aid & Frozen Pizza,1685
2021-07-12 05:39,J. Cole,m y . l i f e (with 21 Savage & Morray),3263
2021-07-12 05:41,Kanye West,Bound 2,6887
2021-07-12 05:41,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572
2021-07-12 05:41,Daniel Caesar,Streetcar,8085
2021-07-12 05:42,SZA,Good Days,2922
2021-07-12 05:42,Mac Miller,Objects in the Mirror,2837
2021-07-12 05:42,JAY-Z,4:44,2047
2021-07-12 05:44,Kanye West,Father Stretch My Hands Pt. 1,135920
2021-07-12 05:47,070 Shake,Guilty Conscience,14981
2021-07-12 05:47,"Tyler, The Creator",See You Again (feat. Kali Uchis),180386
2021-07-13 18:40,Frank Ocean,Nikes,314075
2021-07-13 18:44,Frank Ocean,Ivy,249191
2021-07-13 18:47,Frank Ocean,Pink + White,184516
2021-07-13 18:49,Frank Ocean,Be Yourself,86943
2021-07-13 18:53,Frank Ocean,Solo,257380
2021-07-13 18:56,Frank Ocean,Skyline To,184600
2021-07-13 19:04,Frank Ocean,Self Control,411221
2021-07-13 19:05,Frank Ocean,Good Guy,66786
2021-07-13 19:10,Frank Ocean,Nights,307151
2021-07-13 19:11,Frank Ocean,Solo (Reprise),78742
2021-07-13 19:14,Frank Ocean,Pretty Sweet,158478
2021-07-13 19:15,Frank Ocean,Facebook Story,68588
2021-07-13 19:16,Frank Ocean,Close To You,85754
2021-07-13 19:20,Frank Ocean,White Ferrari,248807
2021-07-13 19:23,Frank Ocean,Seigfried,154999
2021-07-14 01:47,Probable Causation,Episode 50: Desmond Ang on the effects of police violence,1689405
2021-07-14 01:57,Father John Misty,Hangout at the Gallows,295466
2021-07-14 02:00,Father John Misty,Mr. Tillman,183532
2021-07-14 02:04,Father John Misty,Just Dumb Enough to Try,242296
2021-07-14 02:06,Father John Misty,Date Night,150331
2021-07-14 02:10,Father John Misty,Please Don't Die,204253
2021-07-14 02:10,Father John Misty,The Palace,42669
2021-07-14 02:13,Father John Misty,Disappointing Diamonds Are the Rarest of Them All,143004
2021-07-14 02:17,Father John Misty,God's Favorite Customer,246115
2021-07-14 02:19,"Tyler, The Creator",WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),121572
2021-07-14 02:22,"Tyler, The Creator",HOT WIND BLOWS (feat. Lil Wayne),155292
2021-07-14 02:23,"Tyler, The Creator",SIR BAUDELAIRE (feat. DJ Drama),88624
2021-07-14 02:25,"Tyler, The Creator",LEMONHEAD (feat. 42 Dugg),130980
2021-07-14 02:28,"Tyler, The Creator",CORSO,146481
2021-07-14 02:31,"Tyler, The Creator",EARFQUAKE,190066
2021-07-14 02:33,"Tyler, The Creator",LUMBERJACK,138312
2021-07-14 02:37,"Tyler, The Creator",MASSA,223718
2021-07-14 02:40,"Tyler, The Creator",See You Again (feat. Kali Uchis),180386
2021-07-14 02:41,"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),73844
2021-07-14 02:44,"Tyler, The Creator",See You Again (feat. Kali Uchis),180386
2021-07-14 02:48,"Tyler, The Creator",RUNITUP (feat. Teezo Touchdown),229564
2021-07-14 02:50,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),93987
2021-07-14 02:54,Manchester Orchestra,Inaudible,261440
2021-07-14 03:00,Manchester Orchestra,Annie,3372
2021-07-14 03:00,Manchester Orchestra,Angel Of Death,348000
2021-07-14 03:04,Manchester Orchestra,Bed Head,244493
2021-07-14 03:08,Manchester Orchestra,Keel Timing,258186
2021-07-14 03:09,Manchester Orchestra,Telepath,9280
2021-07-14 03:13,Manchester Orchestra,Let It Storm,258173
2021-07-14 03:16,Manchester Orchestra,Dinosaur,207373
2021-07-14 03:17,Manchester Orchestra,Way Back,37334
2021-07-14 03:20,Perfume Genius,Slip Away,165329
2021-07-14 03:25,Perfume Genius,On the Floor,303600
2021-07-14 03:27,Perfume Genius,Otherside,160169
2021-07-14 03:28,Perfume Genius,Queen,9721
2021-07-14 03:31,Perfume Genius,Jason,185826
2021-07-14 03:33,Perfume Genius,Without You,155546
2021-07-14 03:37,Perfume Genius,Whole Life,7744
2021-07-14 03:37,Perfume Genius,Describe,19361
2021-07-14 03:37,Perfume Genius,Die 4 You,212549
2021-07-14 03:38,Perfume Genius,Leave,0
2021-07-14 03:38,Perfume Genius,Valley,341
2021-07-14 03:38,Perfume Genius,Hood,0
2021-07-14 03:38,Perfume Genius,Your Body Changes Everything - Boy Harsher Remix,1066
2021-07-14 03:38,Perfume Genius,Just Like Love - Jam City Remix,0
2021-07-14 03:38,Perfume Genius,Fool,277
2021-07-14 03:38,Perfume Genius,Sister Song,0
2021-07-14 03:38,Perfume Genius,Normal Song,1728
2021-07-14 03:38,Perfume Genius,Alan,789
2021-07-14 03:42,Perfume Genius,Nothing at All,267146
2021-07-14 03:46,Perfume Genius,Braid - Mmph Remix,233729
2021-07-14 03:50,Yves Tumor,Gospel For A New Century,198626
2021-07-14 03:54,Yves Tumor,Medicine Burn,244906
2021-07-14 03:56,Yves Tumor,Identity Trade,119866
2021-07-14 04:01,Yves Tumor,Kerosene!,305506
2021-07-14 04:03,Yves Tumor,Hasdallen Lights,127893
2021-07-14 04:05,Yves Tumor,Romanticist,106102
2021-07-14 04:07,Yves Tumor,Dream Palette,175031
2021-07-14 04:11,Yves Tumor,Super Stars,185560
2021-07-14 04:14,Yves Tumor,Folie Imposée,185533
2021-07-14 04:15,Yves Tumor,Strawberry Privilege,46760
2021-07-15 00:52,Manchester Orchestra,Inaudible,261440
2021-07-15 00:57,Manchester Orchestra,Angel Of Death,348000
2021-07-15 00:58,Manchester Orchestra,Keel Timing,19413
2021-07-15 00:58,Manchester Orchestra,Bed Head,3520
2021-07-15 01:02,Manchester Orchestra,Annie,268973
2021-07-15 01:05,Manchester Orchestra,Telepath,148786
2021-07-15 01:09,Manchester Orchestra,Let It Storm,258173
2021-07-15 01:10,Manchester Orchestra,Dinosaur,29175
2021-07-15 04:03,Father John Misty,Hangout at the Gallows,31074
2021-07-15 04:07,Yves Tumor,Crushed Velvet,197493
2021-07-15 04:11,Yves Tumor,Secrecy Is Incredibly Important To The Both of Them,232946
2021-07-15 04:14,Yves Tumor,Tuck,162480
2021-07-15 04:16,Yves Tumor,...And Loyalty Is A Nuisance Child,133706
2021-07-15 04:19,Yves Tumor,Gospel For A New Century,6069
2021-07-15 04:19,Yves Tumor,Katrina,199413
2021-07-15 04:22,Yves Tumor,Jackie,176346
2021-07-15 04:26,Yves Tumor,Crushed Velvet,197493
2021-07-15 04:30,Yves Tumor,Secrecy Is Incredibly Important To The Both of Them,232946
2021-07-15 04:31,Yves Tumor,Tuck,83965
2021-07-15 04:33,Yves Tumor,...And Loyalty Is A Nuisance Child,133706
2021-07-15 04:37,Yves Tumor,Jackie,1770
2021-07-15 04:37,Yves Tumor,Katrina,199413
